Nom_Commercial,DCI,Dosage,Prix_DZD
RABWALYSE,SALBUTAMOL,"0,40MG/ML OU
2MG/5ML",0.0
SALBUMEX,SALBUTAMOL** (SOUS FORME DE SULFATE),2MG/5ML,0.0
XABUMOL,"SALBUTAMOL  SULFATE
EXPIRIME EN SALBUTAMOL","2MG/5ML (0,04G/100ML)",0.0
SALBULAM,SALBUTAMOL (SOUS FORME DE SULFATE),2MG/5ML,0.0
SALBUTAMOL LPA,SALBUTAMOL** (SOUS FORME DE SULFATE),2MG/5ML**,0.0
"SALBUTAMOL
SAIDAL","SALBUTAMOL** (SOUS
FORME DE SULFATE)",2MG/5ML**,0.0
"SALBUTAMOL
PHYSIOPHARM","SALBUTAMOL  SULFATE
EXPIRIME EN",2MG/5ML,0.0
VENTMAX,SALBUTAMOL,100µG/DOSE,0.0
ASTHALIN,SALBUTAMOL,100µG/BOUFFEE,0.0
VENTOLINE,SALBUTAMOL,100µG/DOSE,0.0
ASTHALIN,"SALBUTAMOL SULFATE
EXPRIME EN",5MG/ML**,0.0
VENTOLINE,SALBUTAMOL,5MG/ML,0.0
BRICANYL,TERBUTALINE (SULFATE),"0,5MG/ML",0.0
ASMALINE,TERBUTALINE,"0,5MG/ML",0.0
DIFFUMAX,THEOPHYLLINE,200MG,0.0
THEOSTAT LP,THEOPHYLLINE,200MG,0.0
BUDECORT- 200,BUDESONIDE,200µG/DOSE,0.0
ATROVENT ENF.,"IPRATROPIUM
BROMURE","0,25MG/2ML",0.0
ATROVENT ADUL .,IPRATROPIUM BROMURE,"0,50MG/2ML",0.0
BRICANYL LP,TERBUTALINE SULFATE,5MG,0.0
ISOBUTALINE,TERBUTALINE SULFATE,"0,3MG/ML",0.0
TALIN,TERBUTALINE,"0,3MG/ML",0.0
BRICANYL,TERBUTALINE SULFATE,5MG/2ML,0.0
BRICANYL TURBUHALER,TERBUTALINE SULFATE,"0,5MG/ DOSE",0.0
THEOSTAT LP,THEOPHYLLINE,300MG,0.0
BECLATE - NASAL,BECLOMETASONE,50µG/BOUFFEE,0.0
"FLOHALE HFA 50
INHALER","FLUTICASONE
PROPIONATE",50µG/DOSE,0.0
FLIXOTIDE,FLUTICASONE PROPIONATE,50µG/DOSE,0.0
FLOHALE HFA 125,"FLUTICASONE
PROPIONATE",125µG/DOSE,0.0
FLIXOTIDE,"FLUTICASONE
PROPIONATE",125µG/DOSE,0.0
FLOHALE HFA 250,FLUTICASONE PROPIONATE,250µG/DOSE,0.0
FLIXOTIDE,FLUTICASONE PROPIONATE,250µG/DOSE,0.0
OXEOL,"BAMBUTEROL
CHLORHYDRATE",10MG,0.0
PULMICORT,BUDESONIDE,"0,5MG/2ML",0.0
PULMICORT,BUDESONIDE,1MG/ 2ML,0.0
PULMICORT TURBUHALER,BUDESONIDE,200µG/DOSE,0.0
FORADIL,FORMOTEROL FUMARATE,12µG,0.0
FORMOTEROL ZENTIVA,FORMOTEROL HEMIFUMARATE,12µG,0.0
SERETIDE DISKUS,"FLUTICASONE
PROPIONATE / SALMETEROL XINAFOATE EXPRIME EN",100µG/50µG/DOS E,0.0
SERETIDE DISKUS,"FLUTICASONE
PROPIONATE / SALMETEROL",250µG/50µG/DOS E,0.0
SERETIDE DISKUS,"FLUTICASONE
PROPIONATE / SALMETEROL",500µG/50µG/DOS E,0.0
MOTRINEX,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",10MG,0.0
MONTELAIR,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",10MG,0.0
SINGASM,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",10MG,0.0
SINGULAIR,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,10MG,0.0
MONTELUKAST BEKER,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,10MG,0.0
MONTELUKAST BEKER,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",4MG,0.0
MOTRINEX,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",4MG,0.0
MONTELAIR,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",4MG,0.0
SINGASM,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,4MG,0.0
SINGULAIR,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,4MG,0.0
MONTELUKAST BEKER,"MONTELUKAST SODIQUE EXPRIME EN
MONTELUKAST",5MG,0.0
MOTRINEX,"MONTELUKAST
SODIQUE EXPRIME EN MONTELUKAST",5MG,0.0
MONTELAIR,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,5MG,0.0
SINGASM,"MONTELUKAST
SODIQUE EXPRIME EN",5MG,0.0
SINGULAIR,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,5MG,0.0
SPIRIVA,"TIOTROPIUM BROMURE
MONOHYDRATE EXPRIME EN",18µG,0.0
FORATEC HFA,FORMOTEROL FUMARATE,12µG/DOSE,0.0
IPRALIN,"SALBUTAMOL SULFATE
/ BROMURE D'IPRATROPIUM ANHYDRE",200µG/40µG,0.0
ASTHALIN,SALBUTAMOL SULFATE EXPRIME EN SALBUTAMOL,200µG/GLE.,0.0
SINGULAIR,MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST,4MG/SACHET,0.0
XOLAIR,OMALIZUMAB,150MG/FL,0.0
ENCOFLUIDE ADULTE,"TERPINE / EUCALYPTOL
/ BENZOATE DE SODIUM
/GUAIFENESINE (DCI) / TEINTURE D'IPECA /
CODEINE BASE","0,25G/0,01G/2G/
0,2G/1G/0,048G/
100ML",0.0
NEO-CODION ADULTE,CODEINE CAMPHOSULFONATE,"0,1722G/100ML (CODEINE BASE 15,4MG/CUILLERE A SOUPE)",0.0
EUPHON ADULTE,"CODEINE / EXTRAIT SEC
AQUEUX D'ERYSIUM","0,1G / 0,3G /
100ML",0.0
TUSSICOD,CODEINE,0.05%,0.0
NEO-CODION ENFANT,CODEINE CAMPHOSULFONATE EXPRIME EN CODEINE / BENZOATE DE SODIUM,"3,285MG/61MG/
5ML",0.0
NEO-CODION,CODEINE,25MG,0.0
"ATUSSINE
ADULTES","DEXTROMETHORPHANE
BROMHYDRATE /","0,2G/0,2G/100ML",0.0
ATUSSINE ENFANTS,"DEXTROMETHORPHANE BROMHYDRATE / MEPYRAMINE MALEATE
/ GUAÏFENESINE","0,1G/0,1G/0,4G/1
00ML",0.0
RHINATHIOL AD TOUX SECHE,PHOLCODINE,0.12%,0.0
POLERY ADULTE,"CODEINE/EXTRAIT
FLUIDE D'ERYSIUM","11,8MG/443MG/
15ML",0.0
TUSSIDEX,"DEXTROMETHORPHANE
BROMHYDRATE","0,1G/100ML (OU
5MG/5ML)",0.0
HUMEX TOUX SECHE ENFANT,DEXTROMETHORPHANE BROMHYDRATE,"0,1G/100ML (OU
5MG/5ML)",0.0
CODEINE BIOTIC LP,CODEINE PHOSPHATE,"28,5MG",0.0
BIOCALYPTOL A LA PHOLCODINE,PHOLCODINE / GAIACOL,"131MG/19,75MG
/100ML",0.0
TUSSIDEX,DEXTROMETHORPHANE BROMHYDRATE,0.20%,0.0
"HUMEX TOUX
SECHE ADU  TE","DEXTROMETHORPHANE
BROMHYDRATE","0,133G/100ML
(OU 20MG/15ML",0.0
"DENORAL
ENFANTS","BUZEPIDE/CLOCINIZINE/
PHOLCODINE","0,004G/0,015G/0,
040G/100ML",0.0
DENORAL ADULTES,BUZEPIDE/CLOCINIZINE/ PHOLCODINE,"0,006G/0,0225G/
0,090G/100ML",0.0
EUPNEX,OXELADINE,10 MG/5ML,0.0
PENTUSSIL,PENTOXYVERINE,"6,75 MG/5ML",0.0
"NEO-CODION
NOURRISSONS","BENZOATE DE SODIUM
/ TEINTURE DE","74,1MG/30,8MG/
32,964MG/CUILLE",0.0
OXOMEMAZINE,OXOMEMAZINE,1MG/ML,0.0
OXOMERAL,OXOMEMAZINE,1MG/ML,0.0
TOPLEX,OXOMEMAZINE,1MG/ML,0.0
CAMPHOBIOTIC NOURRISSON,EUCALYPTOL / GAIACOL GLYCOLATE D'ETHYL,"0,03G/0,03G",0.0
CAMPHOBIOTIC ENFANT,"CAMPHRE / EUCALYPTOL / GAIACOL
/ GAIACOL GLYCOLATE D'ETHYL","0,04G/0,05G/0,02 G /0,08G",0.0
CAMPHOBIOTIC ADULTE,"CAMPHRE / GAIACOL /
EUCALYPTOL / GAIACOL GLYCOLATE D'ETHYL /","0,1G/0,06G/0,05G
/0,15G/0,07G/0,0 1G",0.0
"ZECUF AVEC
SUCRE","OCIMUM SANCTUM /
GOLYCCIMERURMHISZANGCLTAUBMRA//","100MG / 60MG /
15000MMGG//1600MMGG//",0.0
ZECUF SANS SUCRE,GLYCERRHIZA GLABRA / CURCUMA LONGA /,"50MG / 10MG /
60MG / 20MG /",0.0
"TENOBIOTIC
NOURRISSONS","TENOATE DE SODIUM /
HUILE ESSENTIELLE",95MG/44MG,0.0
TROPHYL N,TENOATE DE SODIUM,95MG,0.0
TROPHIRES-NOURRISSONS,"TENOATE DE SODIUM / HUILE ESSENTIELLE
D'EUCALYPTUS","0,095G/0,044G",0.0
TROPHYL E,TENOATE DE SODIUM,190MG,0.0
"TUSSO
RHINATHIOL TOUX SECHE",PHOLCODINE,"0,06%",0.0
FEBRECTOL NOURRISSONS,"PARACETAMOL/HUILE ESSENTIELLE DE PIN DE
SYLVESTRE",150MG/20MG,0.0
FEBRECTOL ENFANTS,PARACETAMOL/HUILE ESSENTIELLE DE PIN DE SYLVESTRE,300MG/30MG,0.0
FEBRECTOL ADULTES,PARACETAMOL/HUILE ESSENTIELLE DE PIN DE SYLVESTRE,600MG/40MG,0.0
TENOBIOTIC ADULTE,TENOATE DE SODIUM / HUILE ESSENTIELLE D'EUCALYPTUS,285MG/110MG,0.0
TROPHIRES-ADULTES,"TENOATE DE SODIUM/HUILE ESSENTIELLE
D'EUCALYPTUS","0,285G/0,110G",0.0
TROPHYL PLUS N,"TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACE
TAMOL","0,065G / 0,044G /
150MG",0.0
TROPHIRES COMPOSE NOURRISSONS,"TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACE
TAMOL","0,065G / 0,044G /
0,150G",0.0
THYNORES PLUS ENFANT,TENOATE DE SODIUM / HUILE ESSENTIELLE D'EUCALYPTUS / PARACETAMOL,"130MG/75MG/30
0MG",0.0
TROPHYL PLUS E,"TENOATE DE
SODIUM/HUILE ESSENTIELLE","0,130G / 0,075G /
300MG",0.0
"TROPHIRES
COMPOSE ENFANTS","TENOATE DE
SODIUM/HUILE ESSENTIELLE","0,130G / 0,075G /
0,300G",0.0
"TROPHIRES COMPOSE
ADULTES","TENOATE DE
SODIUM/HUILE ESSENTIELLE","0,200G / 0,110G /
0,450G",0.0
POLERY ENFANTS,PHOLCODINE/EXTRAIT FLUIDE D'ERYSIMUM,"1MG/29,6MG",0.0
TYNORES ENFANT,"TENOATE DE SODIUM /
HUILE ESSENTIELLE","0,190G/0,075G",0.0
"TENOBIOTIC
ENFANTS","TENOATE DE SODIUM /
HUILE ESSENTIELLE",190MG/75MG,0.0
"TROPHIRES-
ENFANTS","TENOATE DE
SODIUM/HUILE","0,190G / 0,075G",0.0
"BRONCHOCALM
ADULTES","DEXTROMETHORPHANE
BROMHYDRATE","0,2%",0.0
"DEXSTOP 0,2%",DEXTROMETHORPHANE HYDROBROMIDE,"0,2%",0.0
BRONCHOCALM ENFANTS,DEXTROMETHORPHANE BROMHYDRATE,"0,1%",0.0
DEXSTOP ENFANTS,DEXTROMETHORPHANE HYDROBROMIDE,"O,1%",0.0
FLUPEX,"GUAIFENESINE (DCI) /
BENZOATE DE SODIUM","30MG/300MG/37
,5MG/1,5MG/15",0.0
TOPLEXIL,OXOMEMAZINE,"0,33MG/ML",0.0
"SINECOD 0,15%",BUTAMIRATE CITRATE,"1,5MG/ML",0.0
BIOCARB  ENFANT,CARBOCYSTEINE,2%,0.0
"PECTOSAN
EXPECTORAN",CARBOCISTEINE,"2% (OU
2G/100ML)",0.0
PULMOFOR ENFANT,CARBOCYSTEINE,2%,0.0
RHINATHIOL ENFANT,CARBOCYSTEINE,2%,0.0
MUCOLYSE ENFANT,CARBOCYSTEINE,2%,0.0
CARBOMEX,CARBOCYSTEINE,2%,0.0
"CARBOFLUID
ENFANT",CARBOCYSTEINE,2%,0.0
CARBOLAM,CARBOCYSTEINE,2%,0.0
BRONCHOLACTOL ENFANT,CARBOCYSTEINE,2%,0.0
RHINASTINE,CARBOCYSTEINE,2%,0.0
"HUMEX EXPECTORANT
ENFANT",CARBOCISTEINE,2% (100MG/5ML),0.0
RHINOLACTOL ENFANT,CARBOCYSTEINE,2%,0.0
"GRIPEX TOUX
GRASSE",CARBOCISTEINE,5%,0.0
PECTOSAN EXPECTORANT ADULTE,CARBOCISTEINE,5%,0.0
RHINATHIOL ADULTE,CARBOCYSTEINE,5%,0.0
MUCOLYSE AD.,CARBOCYSTEINE,5%,0.0
CARBOMEX,CARBOCYSTEINE,5%,0.0
"CARBOFLUIDE
ADULTE",CARBOCYSTEINE,5%,0.0
CARBOLAM,CARBOCYSTEINE,5%,0.0
"CARBODAL SANS
SUCRE",CARBOCYSTEINE,5%,0.0
RHINASTINE,CARBOCYSTEINE,5%,0.0
HUMEX EXPECTORANT ADULTE,CARBOCISTEINE,5%,0.0
BIOCARB ADULTE,CARBOCYSTEINE,5%,0.0
"PULMOFOR
ADULTES",CARBOCYSTEINE,5%,0.0
"BRONCHOLACTOL
ADULTES",CARBOCYSTEINE,5%,0.0
RHINOLACTOL,CARBOCISTEINE,5%,0.0
AMBOLAR,AMBROXOL (CHLORHYDRATE),0.3%,0.0
MUCOREX,AMBROXOL,0.30%,0.0
TOUXOL,"AMBROXOL  ( SOUS
FORME DE","0,3%**",0.0
FLUXOL,"AMBROXOL
(CHLORHYDRATE)",0.3%,0.0
"MUXOL SANS
SUCRE","AMBROXOL  ( SOUS
FORME DE","0,3%**",0.0
AMBRODAL,"AMBROXOL
(CHLORHYDRATE)",0.3%,0.0
AMBROBIOTIC,AMBROXOL (CHLORHYDRATE),0.3%,0.0
BROXOL,AMBROXOL (CHLORHYDRATE),0.30%,0.0
SOLUXOL,AMBROXOL (CHLORHYDRATE),0.30%,0.0
SOLMUCOL 200,N-ACETYLCYSTEINE,200MG,0.0
"FLUIMICIL EXPECTORANT
ACETYLCYSTEINE",N-ACETYLCYSTEINE,200MG/SACHET-DOSE,0.0
RHINATHIOL AD SANS SUCRE,CARBOCYTEINE,5%,0.0
MUCOTEC,ERDOSTEINE,150MG,0.0
MUCOTEC,ERDOSTEINE,300MG,0.0
MUCOLAD,CARBOCYSTEINE,375MG,0.0
ISOLVON,BROMHEXINE,10MG/5ML,0.0
BROMHEXINE,BROMHEXINE CHLORHYDRATE,"10MG/5ML (OU
0,2%)",0.0
"RHINATHIOL SANS
SUCRE ENFANTS ET NOURRISSONS",CARBOCYSTEINE,2%,0.0
FLUIMEX,ACETYLCYSTEINE OU N ACETYLCYSTEINE,200MG,0.0
"FLUISEDAL SANS
PROMETHAZINE","MEGLUMINE
(BENZOATE  ANHYDRE)","130MG/15MG/5
ML",0.0
AMBROBIOTIC LP,"AMBROXOL (SOUS
FORME DE",75MG**,0.0
RHUM 'NET,"BALSAMIQUES POUR
INHALATION",,0.0
"BALSOFUMINE
SIMPLE","BALSAMIQUES POUR
INHALATION",,0.0
BALSOFUMINE MENTHOLEE,BALSAMIQUES POUR INHALATION,1%,0.0
BALSOFUMINE MENTHOLEE,BALSAMIQUES POUR INHALATION,4%,0.0
VAPORHUM,BALSAMIQUES POUR INHALATION,,0.0
BUDIAIR 200µG ET BUDIAIR 200µG JET,BUDESONIDE DIPROPIONATE,200µG/DOSE,0.0
BREQUAL,FLUTICASONE (SOUS FORME DE PROPIONATE)** / SALMETEROL**(SOUS FORME DE XINAFOATE),500µG**/50µG*,0.0
BREQUAL,FLUTICASONE (SOUS FORME DE PROPIONATE)** / SALMETEROL**(SOUS FORME DE XINAFOATE),250µG**/50µG*,0.0
BREQUAL,FLUTICASONE (SOUS FORME DE PROPIONATE)** / SALMETEROL**(SOUS FORME DE XINAFOATE),100µG**/50µG*,0.0
SEROFLO,FLUTICASONE (SOUS FORME DE PROPIONATE)** / SALMETEROL**(SOUS FORME DE XINAFOATE),"100µG**/50µG**
/GELE.",0.0
SEROFLO,FLUTICASONE(SOUS FORME DE PROPIONATE)** / SALMETEROL**(SOUS FORME DE XINAFOATE),"250µG/50µG/GLE.
**",0.0
SYMBICORT TURBUHALER,BUDESONIDE / FORMOTEROL,100µG/6µG/DOSE,0.0
FORACORT,"BUDESONIDE / FORMOTEROL (SOUS FORME DE
FUMARATE)**","100µG/6µG/GLE.*
*",0.0
"SYMBICORT
TURBUHALER","BUDESONIDE /
FORMOTEROL",200µG/6µG/DOSE,0.0
FORACORT,BUDESONIDE / FORMOTEROL (SOUS FORME DE FUMARATE)**,"200µG/6µG/GLE.*
*",0.0
BUDEK PLUS,"BUDESONIDE /
FORMOTEROL ( FORMOTEROL",400µG/12µG/DOS E,0.0
SYMBICORT TURBUHALER,BUDESONIDE / FORMOTEROL,400µG/12µG/DOS E,0.0
FORMONIDE,"BUDESONIDE /
FORMOTEROL (SOUS FORME DE FUMARATE","100µG/6µG/DOSE
**",0.0
FORACORT HFA 100,BUDESONIDE / FORMOTEROL FUMARATE,100µG/6µG/DOSE,0.0
FORMONIDE,BUDESONIDE / FORMOTEROL (SOUS FORME DE FUMARATE DIHYDRATE)**,"200µG/6µG/DOSE
**",0.0
FORACORT HFA 200,"BUDESONIDE / FORMOTEROL
FUMARATE",200µG/6µG/DOSE,0.0
FOSTER,"BECLOMETASONE DIPROPIONATE/ FORMOTEROL
FUMARATE DIHYDRATE",100µG/6µG,0.0
SURVANTA,BERACTANT,25 MG/ML,0.0
FLUCIDAL,ACIDE NIFLUMIQUE,3%,0.0
NEFRAXIL,ACIDE NIFLUMIQUE,3%,0.0
NIFLURIC,ACIDE NIFLUMIQUE,3%,0.0
ALPHA-TRYPSINE,CHYMOTRYPSINE,5400UAE,0.0
PERCUTALGINE,"DEXAMETHASONE ACETATE / SALICYLAMIDE / SALICYLATE
D'HYDROXYETHYLE","0,005% / 2% /
10%",0.0
PHLOGOREN,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,1%,0.0
BIOFENAC,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,1%,0.0
TABIFLEX COOL,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,1%,0.0
CLOGEL,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,1%,0.0
DICLOFENIL,DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,1%,0.0
DEFLAMAC,"DICLOFENAC
DIETHYLAMINE EXPRIME EN DICLODFICELNOAFCESNOADCIQUE",1%,0.0
DICLOFENAC NOVA GENERICS,DIETHYLAMINE EXPRIME EN,1%,0.0
"VOLTARENE
EMULGEL","DICLOFENAC
DIETHYLAMINE",1%,0.0
VOLTENAC,Diclofénac sodique,1%,0.0
FELCAM,PIROXICAM,0.5%,0.0
FENOXAM,PIROXICAM,0.5%,0.0
ORTHOCAM,PIROXICAM,0.5%,0.0
PIROXICAM LPA,PIROXICAM,0.5%,0.0
"PIROXICAM
NOVAGENERICS",PIROXICAM,0.5%,0.0
PRIXAM,PIROXICAM,0.5%,0.0
PIROXENE,PIROXICAM,0.5%,0.0
NIFLURIC,ACIDE NIFLUMIQUE,2.5%,0.0
NIFLUGEL,ACIDE NIFLUMIQUE,2.5%,0.0
GEMATE GEL,ACIDE NIFLUMIQUE,2.5%,0.0
KETOFEN,KETOPROFENE,2.5%,0.0
GEPROFEN,KETOPROFENE,2.5%,0.0
"KETOPROFENE
LDM",KETOPROFENE,2.5%,0.0
KETUM,KETOPROFENE,2.5%,0.0
SAIFEN,KETOPROFENE,2.5%,0.0
K-PROFEN,KETOPROFENE,2.5%,0.0
PERCUTALGINE SPRAY,"DEXAMETHASONE  /
SALICYLAMIDE  / SALICYLATE","0,05% / 8,5% /
10%",0.0
ANTALFEN,IBUPROFENE,5% ( 5G/100 G ),0.0
IBUMAL,IBUPROFENE,5%,0.0
IBUTHOL,"IBUPROFENE/LEVOMEN
THOL","5G/3G POUR
100G",0.0
ZYLORIC,ALLOPURINOL,100MG,0.0
NO URIC 100,ALLOPURINOL,100MG,0.0
URICLAR,ALLOPURINOL,100MG,0.0
NADLORIC,ALLOPURINOL,100MG,0.0
ZANURIC 100,ALLOPURINOL,100MG,0.0
NO URIC 300,ALLOPURINOL,300MG,0.0
URICLAR,ALLOPURINOL,300MG,0.0
ZANURIC,ALLOPURINOL,300MG,0.0
COLCHICINE OPOCALCIUM,COLCHICINE CRISTALISEE,1MG,0.0
COLCHIMED,COLCHICINE CRISTALISEE,1MG,0.0
COLCHIMEX,COLCHICINE CRISTALISEE,1MG,0.0
CALCO,"CALCITONINE
SYNTHETIQUE DE",50UI/ML,0.0
CALCO,"CALCITONINE
SYNTHETIQUE DE SAUMON",100UI/ML,0.0
PAMIDRIA,PAMIDRONATE SODIUM,90MG/FL.,0.0
ACTONEL,"RISEDRONATE
MONOSODIQUE",30MG,0.0
OSTEOS,"ACIDE RISEDRONIQUE
SEL MONOSODIQUE",30MG,0.0
PLAQUENIL,HYDROXYCHLOROQUIN E,200MG,0.0
XARIA,"HYDROXYCHLOROQUIN
E SULFATE",200MG,0.0
ACTONEL,"RISEDRONATE
MONOSODIQUE",5MG,0.0
OSTEOS,"ACIDE RISEDRONIQUE
SEL MONOSODIQUE",5MG,0.0
ARAVA,LEFLUNOMIDE,10MG,0.0
ARAVA,LEFLUNOMIDE,20MG,0.0
ARAVA,LEFLUNOMIDE,100MG,0.0
OSTONEL ONCE A WEEK,"ACIDE RISEDRONIQUE
MONOSODIQUE HEMIPENTAHYDRATE",35MG,0.0
RISONATE,"ACIDE RISEDRONIQUE
MONOSODIQUE",35MG,0.0
RISALDENE,"ACIDE RISEDRONIQUE
SODIQUE",35MG,0.0
OSTEOS,ACIDE RISEDRONIQUE SEL MONOSODIQUE,35MG,0.0
BACRO,BACLOFENE,10MG,0.0
BACLON,BACLOFENE,10MG,0.0
LIORESAL,BACLOFENE,10MG,0.0
MYDOSED,"TOLPERISONE
CHLORHYDRATE",150MG,0.0
MYDOCALM,TOLPERISONE CHLORHYDRATE,150MG,0.0
RELAXAN,THIOCOLCHICOSIDE,4MG,0.0
MIOCED,THIOCOLCHICOSIDE,4MG,0.0
SYNTHOL GEL,"LEVOMENTHOL /
VERATROLE / RESORCINOL / ACIDE","0,52G/0,25G/0,03 G/0,1G/100G",0.0
SEPTHOL,LEVOMENTHOL / VERATROLE / RESORCINOL / ACIDE SALICYLIQUE,"260MG/125MG/1
5MG/50MG/50G",0.0
LATENDRA,CAMPHRE,4%,0.0
PROTOS,RANELATE DE STRONTIUM,2G/SACHET,0.0
DROMAX,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,70MG,0.0
FOLENAT,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ALENDRONATE DE SODIUM,70MG,0.0
OSPORIX,"ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE
ALENDRONIQUE",70MG,0.0
OSTOMAX,"ALENDRONATE
MONOSODIQUE TRIHYDRATE EXPRIME EN ALENDRONATE DE",70MG,0.0
ENDRONAX,"ACIDE ALENDRONIQUE
MONOSODIQUE",70MG,0.0
POROSIMAX,"ALENDRONATE
MONOSODIQUE TRIHYDRATE EXPRIME",70MG,0.0
EVIFEN,RALOXIFENE CHLORHYDRATE,60MG,0.0
EVISTA,RALOXIFENE CHLORHYDRATE,60MG,0.0
FORTEO,TERIPARATIDE,"250µG/ML (600µG/2,4ML) OU 20µG/DOSE",0.0
FOSAVANCE,"ALENDRONATE
MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE /",70MG/2800UI,0.0
PROLIA,DENOSUMAB,60MG/ML,0.0
POROSIMAX PLUS,"ACIDE ALENDRONIQUE
MONOSODIQUE",70MG/5600UI,0.0
PIASCLEDINE 300,"INSAPONIFIABLE D'HUILE D'AVOCAT / INSAPONIFIABLE
D'HUILE DE SOJA","100MG/200MG (TOTAL 300MG D'INSAPONIFIABL
ES AVOCAT-SOJA)",0.0
STRUCTUM,"SULFATE DE
CHONDROÏTINE",500MG,0.0
"LEFLUBIC
ALEMBIC MAMI",LEFLUNOMIDE,10MG,0.0
RUMAVA,LEFLUNOMIDE,10MG,0.0
REDUPAR,LEFLUNOMIDE,10MG,0.0
LEFUMIDE 10,LEFLUNOMIDE,10MG,0.0
LEFUMIDE 20,LEFLUNOMIDE,20MG,0.0
RUMAVA,LEFLUNOMIDE,20MG,0.0
REDUPAR,LEFLUNOMIDE,20MG,0.0
REDUPAR,LEFLUNOMIDE,100MG,0.0
HUMIRA,ADALIMUMAB,"40MG/0,8ML",0.0
METHOTREXATE EBEWE,METHOTREXATE DISODIQUE EXPRIME EN METHOTREXATE,"10MG/ML**  (OU
7,5MG/0,75ML -
10MG/ML -
15MG/1,5ML -
20MG/2ML)",0.0
ENBREL,ETANERCEPT,50MG/SERING.,0.0
ENBREL,ETANERCEPT,25MG/SERING,0.0
ACTEMRA,TOCILIZUMAB,20MG/ML/FLACO N,0.0
TRIFED PLUS,"TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE /
PARACETAMOL","2,5MG/50MG/30
0MG",0.0
RHINAFED,TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE / PARACETAMOL,"2,5MG/50MG/30
0MG",0.0
RHUMAFED,"TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE /
PARACETAMOL","2,5MG/50MG/30
0MG",0.0
SOMIFED,TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE / PARACETAMOL,"2,5MG/50MG/30
0MG",0.0
TRIFED PLUS,"TRIPROLIDINE(SOUS FORME DECHLORHYDRATE)** / PSEUDOEPHEDRINE (SOUS FORME DE CHLORHYDRATE)** /
PARACETAMOL","1,25MG** /
25MG**/ 125MG
/ 5ML",0.0
RHUMOFEBRAL,"TRIPROLIDINE (CHLORHYDRATE) / PSEUDIEPHEDRINE (CHLORHYDRATE) /
PARACETAMOL","1,25MG/25MG/1
25MG/5ML",0.0
RHUMAFED,TRIPROLIDINE (SOUS FORME DE CHLORHYDRATE)**  / PSEUDOEPHEDRINE (SOUS FORME DE CHLORHYDRATE)** / PARACETAMOL,"1,25MG/25MG/
125MG /5ML**",0.0
RHUMAFRO,"TRIPROLIDINE (SOUS
FORME DE CHLORHYDRATE)**  / PSEUDOEPHEDRINE","1,25MG/25MG/
125MG /5ML",0.0
GRIPEX,"PHENYLPROPANOLAMI NE CHLORHYDRATE/CHLOR
PHENIRAMINE MALEATE",50MG/4MG,0.0
HUMEX RHUME,"PARACETAMOL/PSEUD
OEPHEDRINE (SOUS FORME DE CHLORHYDRATE)** ET","500MG/60MG** (COMP.)  ET 500MG/04MG**
(GLES.)",0.0
FERVEX ENFANT,"PARACETAMOL / ACIDE ASCORBIQUE / MALEATE DE
PHENIRAMINE","0,28G/0,1G/0,01G
/SACH.DE 3G",0.0
FERVEX ADULTE SANS SUCRE,PARACETAMOL / ACIDE ASCORBIQUE / PHENIRAMINE MALEATE,"500MG/200MG/2
5MG**/SACH.",0.0
